CodMun,Favela,Cortico,Lote_Irr,Ocupacao
2301257,-,-,-,-
2301307,Não,Não,Sim,Não
2301406,Sim,Não,Sim,Sim
2301505,Não,Não,Sim,Não
2301604,Não,Não,Não,Sim
2301703,Não,Não,Sim,Não
2301802,-,-,-,-
2301851,Não,Sim,Sim,Não
2301901,Sim,Não,Sim,Sim
2301950,Não,Sim,Sim,Não
2302008,-,-,-,-
2302057,Não,Não,Sim,Não
2302107,Sim,Sim,Sim,Sim
2302206,Sim,Sim,Sim,Sim
2302305,Sim,Não,Não,Não
2302404,-,-,-,-
2302503,Sim,Sim,Não,Sim
2302602,Sim,Não,Sim,Não
2302701,-,-,-,-
2302800,Sim,Não,Sim,Não
2302909,Sim,Não,Sim,Não
2303006,Não,Não,Sim,Não
2303105,-,-,-,-
2303204,-,-,-,-
2303303,-,-,-,-
2303402,-,-,-,-
2303501,Não,Não,Não,Sim
2303600,-,-,-,-
2303659,-,-,-,-
2303709,Sim,Não,Sim,Sim
2303808,Não,Não,Sim,Não
2303907,Sim,Não,Não,Sim
2303931,Não,Não,Sim,Não
2303956,Sim,Não,Sim,Não
2304004,-,-,-,-
2304103,Sim,Não,Sim,Sim
2304202,Sim,Sim,Sim,Sim
2304236,-,-,-,-
2304251,-,-,-,-
2304269,-,-,-,-
2304277,Não,Não,Sim,Não
2304285,Não,Não,Sim,Sim
2304301,Não,Não,Não,Sim
2304350,Não,Não,Sim,Sim
2304400,Sim,Sim,Sim,Sim
2304459,Sim,Não,Sim,Não
2304509,Sim,Não,Não,Sim
2304608,Não,Não,Sim,Não
2304657,Não,Não,Sim,Não
2304707,Sim,Sim,Sim,Não
2304806,Não,Não,Sim,Sim
2304905,-,-,-,-
2304954,Não,Não,Sim,Sim
2305001,-,-,-,-
2305100,Não,Não,Não,Sim
2305209,Sim,Não,Não,Não
2305233,Não,Não,Sim,Não
2305266,Sim,Sim,Sim,Sim
2305308,-,-,-,-
2305332,Não,Não,Sim,Não
2305357,-,-,-,-
2305407,Sim,Não,Sim,Sim
2305506,Sim,Sim,Sim,Sim
2305605,Não,Não,Sim,Não
2305654,-,-,-,-
2305704,-,-,-,-
2305803,Sim,Sim,Não,Sim
2305902,-,-,-,-
2306009,-,-,-,-
2306108,Não,Sim,Sim,Não
2306207,Não,Não,Sim,Sim
2306256,Sim,Sim,Não,Sim
2306306,Não,Não,Sim,Não
2306405,Não,Não,Não,Sim
2306504,Sim,Não,Sim,Sim
2306553,-,-,-,-
2306603,Não,Não,Sim,Não
2306702,-,-,-,-
2306801,-,-,-,-
2306900,Não,Não,Sim,Não
2307007,Sim,Não,Sim,Não
2307106,Não,Sim,Sim,Não
2307205,Não,Não,Sim,Não
2307254,-,-,-,-
2307304,Não,Sim,Sim,Sim
2307403,Não,Sim,Não,Não
2307502,-,-,-,-
2307601,Não,Não,Sim,Não
2307635,Não,Não,Sim,Não
2307650,Não,Sim,Sim,Não
2307700,Não,Não,Sim,Não
2307809,Sim,Não,Não,Não
2307908,-,-,-,-
2308005,Sim,Sim,Sim,Sim
2308104,Não,Não,Sim,Sim
2308203,-,-,-,-
2308302,-,-,-,-
2308351,Sim,Sim,Não,Não
2308377,Não,Não,Sim,Não
2308401,-,-,-,-
2308500,Não,Não,Sim,Não
2308609,Sim,Não,Sim,Não
2308708,-,-,-,-
2308807,Não,Sim,Sim,Sim
2308906,Não,Não,Sim,Não
2309003,Não,Sim,Sim,Não
2309102,Não,Não,Sim,Sim
2309201,Não,Sim,Sim,Não
2309300,Não,Não,Sim,Não
2309409,Não,Não,Sim,Sim
2309458,Não,Não,Sim,Não
2309508,Sim,Sim,Sim,Não
2309607,Sim,Sim,Não,Sim
2309706,-,-,-,-
2309805,Não,Não,Sim,Não
2309904,-,-,-,-
2310001,-,-,-,-
2310100,Sim,Sim,Não,Sim
2310209,Sim,Sim,Sim,Sim
2310258,Sim,Não,Não,Não
2310308,Não,Não,Sim,Não
2310407,Não,Não,Sim,Não
2310506,Sim,Não,Não,Sim
2310605,-,-,-,-
2310704,Sim,Não,Sim,Sim
2310803,-,-,-,-
2310852,Não,Não,Sim,Sim
2310902,-,-,-,-
2310951,-,-,-,-
2311009,Não,Não,Sim,Não
2311108,Não,Não,Sim,Não
2311207,Não,Sim,Não,Sim
2311231,-,-,-,-
2311264,Não,Não,Sim,Não
2311306,Sim,Não,Não,Sim
2311355,-,-,-,-
2311405,Não,Não,Sim,Sim
2311504,Não,Não,Sim,Não
2311603,Não,Não,Sim,Não
2311702,-,-,-,-
2311801,Sim,Não,Não,Não
2311900,-,-,-,-
2311959,-,-,-,-
2312007,Sim,Sim,Sim,Não
2312106,-,-,-,-
2312205,Sim,Sim,Sim,Não
2312304,Não,Não,Sim,Não
2312403,Não,Sim,Sim,Sim
2312502,-,-,-,-
2312601,Sim,Sim,Sim,Sim
2312700,Sim,Não,Não,Não
2312809,-,-,-,-
2312908,Não,Não,Sim,Não
2313005,-,-,-,-
2313104,-,-,-,-
2313203,Sim,Não,Sim,Sim
2313252,-,-,-,-
2313302,-,-,-,-
2313351,Não,Não,Não,Sim
2313401,Não,Não,Sim,Sim
2313500,Sim,Não,Não,Não
2313559,Não,Não,Sim,Não
2313609,-,-,-,-
2313708,Sim,Sim,Não,Não
2313757,Não,Não,Sim,Não
2313807,Sim,Sim,Não,Não
2313906,-,-,-,-
2313955,-,-,-,-
2314003,-,-,-,-
2314102,-,-,-,-
2400109,-,-,-,-
2400208,Sim,Sim,Não,Não
2400307,-,-,-,-
2400406,-,-,-,-
2400505,-,-,-,-
2400604,-,-,-,-
2400703,Não,Não,Sim,Não
2400802,-,-,-,-
2400901,-,-,-,-
2401008,-,-,-,-
2401107,Não,Não,Não,Sim
2401206,Não,Não,Sim,Não
2401305,Não,Não,Sim,Não
2401404,Sim,Não,Sim,Sim
2401453,Não,Não,Sim,Não
2401503,-,-,-,-
2401602,-,-,-,-
2401651,-,-,-,-
2401701,Não,Sim,Não,Não
2401800,-,-,-,-
2401859,Não,Não,Sim,Não
2401909,-,-,-,-
2402006,Sim,Sim,Sim,Não
2402105,-,-,-,-
2402204,Sim,Não,Sim,Sim
2402303,Não,Não,Sim,Não
2402402,-,-,-,-
2402501,-,-,-,-
2402600,Não,Não,Sim,Sim
2402709,Não,Não,Sim,Não
2402808,Não,Não,Sim,Não
2402907,-,-,-,-
2403004,-,-,-,-
2403103,Não,Sim,Sim,Não
2403202,-,-,-,-
2403251,Sim,Não,Sim,Não
2403301,-,-,-,-
2403400,-,-,-,-
2403509,Não,Não,Sim,Não
2403608,Não,Não,Sim,Não
2403707,Não,Não,Sim,Não
2403756,-,-,-,-
2403806,-,-,-,-
2403905,-,-,-,-
2404002,-,-,-,-
2404101,-,-,-,-
2404200,Não,Não,Sim,Não
2404309,-,-,-,-
2404408,-,-,-,-
2404507,Não,Não,Sim,Sim
2404606,Não,Não,Sim,Sim
2404705,-,-,-,-
2404804,-,-,-,-
2404853,Não,Não,Sim,Não
2404903,-,-,-,-
2405009,Não,Não,Sim,Não
2405108,-,-,-,-
2405207,-,-,-,-
2405306,-,-,-,-
2405405,-,-,-,-
2405504,Não,Sim,Não,Não
2405603,Não,Não,Sim,Não
2405702,-,-,-,-
2405801,Não,Não,Sim,Sim
2405900,-,-,-,-
2406007,-,-,-,-
2406106,-,-,-,-
2406155,-,-,-,-
2406205,-,-,-,-
2406304,-,-,-,-
2406403,-,-,-,-
2406502,-,-,-,-
2406601,Não,Não,Sim,Não
2406700,-,-,-,-
2406809,-,-,-,-
2406908,-,-,-,-
2407005,Não,Não,Sim,Não
2407104,Sim,Não,Sim,Não
2407203,Sim,Não,Não,Sim
2407252,-,-,-,-
2407302,-,-,-,-
2407401,-,-,-,-
2407500,Sim,Não,Sim,Sim
2407609,-,-,-,-
2407708,Sim,Não,Sim,Sim
2407807,Não,Não,Sim,Não
2407906,-,-,-,-
2408003,Sim,Não,Sim,Sim
2408102,Sim,Sim,Sim,Sim
2408201,Sim,Não,Sim,Sim
2408300,Não,Sim,Sim,Não
2408409,-,-,-,-
2408508,Não,Não,Sim,Não
2408607,-,-,-,-
2408706,Não,Não,Sim,Não
2408805,Não,Não,Sim,Não
2408904,Não,Não,Sim,Sim
2408953,Não,Não,Sim,Sim
2409100,Não,Não,Sim,Não
2409209,-,-,-,-
2409308,Não,Não,Sim,Não
2409332,Não,Não,Sim,Sim
2409407,Sim,Não,Sim,Não
2409506,-,-,-,-
2409605,-,-,-,-
2409704,Não,Não,Sim,Não
2409803,Não,Não,Sim,Sim
2409902,Não,Não,Não,Sim
2410009,-,-,-,-
2410108,-,-,-,-
2410207,-,-,-,-
2410256,Sim,Não,Sim,Não
2410306,Não,Não,Sim,Não
2410405,Sim,Não,Não,Não
2410504,-,-,-,-
2410603,-,-,-,-
2410702,-,-,-,-
2410801,-,-,-,-
2410900,-,-,-,-
2411007,-,-,-,-
2411056,Não,Não,Sim,Não
2411106,-,-,-,-
2411205,Não,Sim,Não,Não
2411403,-,-,-,-
2411429,-,-,-,-
2411502,-,-,-,-
2411601,-,-,-,-
2411700,-,-,-,-
2411809,-,-,-,-
2411908,Não,Não,Sim,Sim
2412005,-,-,-,-
2412104,Não,Não,Sim,Sim
2412203,Não,Não,Sim,Sim
2412302,Não,Não,Sim,Não
2412401,-,-,-,-
2412500,-,-,-,-
2412559,Não,Não,Sim,Sim
2412609,-,-,-,-
2412708,Não,Não,Não,Sim
2412807,Não,Não,Sim,Não
2412906,-,-,-,-
2413003,-,-,-,-
2413102,Não,Não,Sim,Não
2413201,Não,Não,Não,Sim
2413300,Não,Não,Sim,Sim
2413359,Não,Não,Não,Sim
2413409,-,-,-,-
2413508,Não,Não,Sim,Não
2413557,-,-,-,-
2413607,-,-,-,-
2413706,-,-,-,-
2413805,-,-,-,-
2413904,Não,Não,Sim,Sim
2414001,Não,Sim,Sim,Não
2414100,-,-,-,-
2414159,-,-,-,-
2414209,Não,Não,Sim,Não
2414308,-,-,-,-
2414407,Não,Não,Sim,Não
2414456,-,-,-,-
2414506,-,-,-,-
2414605,Não,Não,Sim,Não
2414704,-,-,-,-
2414753,-,-,-,-
2414803,Não,Não,Sim,Não
2414902,-,-,-,-
2415008,Não,Não,Sim,Não
2500106,Não,Não,Sim,Sim
2500205,Não,Não,Sim,Não
2500304,Não,Sim,Não,Não
2500403,Sim,Não,Sim,Sim
2500502,-,-,-,-
2500536,Não,Não,Sim,Não
2500577,-,-,-,-
2500601,Sim,Sim,Sim,Não
2500700,-,-,-,-
2500734,-,-,-,-
2500775,-,-,-,-
2500809,-,-,-,-
2500908,Sim,Não,Não,Não
2501005,-,-,-,-
2501104,Não,Sim,Não,Não
2501153,-,-,-,-
2501203,Não,Não,Sim,Não
2501302,Não,Não,Sim,Não
2501351,-,-,-,-
2501401,Sim,Não,Sim,Não
2501500,-,-,-,-
2501534,-,-,-,-
2501575,Não,Não,Sim,Não
2501609,-,-,-,-
2501708,Sim,Não,Não,Não
2501807,Sim,Sim,Não,Sim
2501906,Não,Não,Sim,Não
2502003,Não,Não,Sim,Não
2502052,-,-,-,-
2502102,-,-,-,-
2502151,-,-,-,-
2502201,-,-,-,-
2502300,-,-,-,-
2502409,Não,Não,Sim,Sim
2502508,Sim,Sim,Sim,Sim
2502607,Sim,Sim,Não,Não
2502706,Não,Não,Sim,Não
2502805,-,-,-,-
2502904,-,-,-,-
2503001,Não,Sim,Sim,Sim
2503100,-,-,-,-
2503209,Sim,Não,Sim,Sim
2503308,Não,Não,Sim,Não
2503407,Não,Não,Sim,Não
2503506,-,-,-,-
2503555,Não,Não,Sim,Não
2503605,Não,Não,Não,Sim
2503704,Não,Sim,Não,Sim
2503753,Não,Não,Sim,Não
2503803,-,-,-,-
2503902,Não,Sim,Sim,Não
2504009,Sim,Sim,Sim,Não
2504033,Sim,Não,Sim,Não
2504074,Não,Não,Sim,Não
2504108,-,-,-,-
2504157,Sim,Não,Sim,Sim
2504207,-,-,-,-
2504306,Sim,Não,Não,Sim
2504355,-,-,-,-
2504405,Sim,Não,Sim,Sim
2504504,-,-,-,-
2504603,Sim,Não,Sim,Sim
2504702,-,-,-,-
2504801,Não,Não,Sim,Não
2504850,-,-,-,-
2504900,Não,Não,Sim,Não
2505006,Não,Não,Sim,Sim
2505105,-,-,-,-
2505204,Não,Não,Não,Sim
2505238,Sim,Não,Não,Sim
2505279,Não,Não,Sim,Não
2505303,-,-,-,-
2505352,Não,Sim,Sim,Não
2505402,Não,Não,Sim,Não
2505501,-,-,-,-
2505600,Sim,Não,Sim,Não
2505709,Não,Não,Não,Sim
2505808,-,-,-,-
2505907,-,-,-,-
2506004,Sim,Sim,Não,Sim
2506103,Não,Não,Sim,Não
2506202,Não,Não,Sim,Não
2506251,-,-,-,-
2506301,Sim,Sim,Não,Sim
2506400,-,-,-,-
2506509,-,-,-,-
2506608,Sim,Não,Não,Não
2506707,Sim,Não,Sim,Sim
2506806,Sim,Não,Sim,Não
2506905,Não,Sim,Sim,Sim
2507002,Sim,Não,Sim,Não
2507101,Não,Não,Sim,Não
2507200,Não,Não,Sim,Não
2507309,Sim,Não,Não,Não
2507408,Sim,Não,Sim,Não
2507507,Sim,Não,Não,Sim
2507606,Sim,Não,Sim,Sim
2507705,Sim,Não,Sim,Sim
2507804,-,-,-,-
2507903,Não,Não,Sim,Sim
2508000,-,-,-,-
2508109,-,-,-,-
2508208,-,-,-,-
2508307,Não,Sim,Sim,Não
2508406,Não,Não,Sim,Sim
2508505,Não,Não,Sim,Não
2508554,-,-,-,-
2508604,Sim,Sim,Não,Sim
2508703,-,-,-,-
2508802,-,-,-,-
2508901,Não,Sim,Sim,Não
2509008,-,-,-,-
2509057,Sim,Sim,Não,Não
2509107,Sim,Sim,Sim,Sim
2509156,-,-,-,-
2509206,Não,Não,Sim,Não
2509305,Não,Não,Sim,Sim
2509339,-,-,-,-
2509370,-,-,-,-
2509396,Não,Não,Sim,Não
2509404,Não,Não,Sim,Não
2509503,Não,Não,Sim,Não
2509602,-,-,-,-
2509701,Não,Não,Sim,Não
2509800,Não,Sim,Não,Não
2509909,Não,Não,Sim,Não
2510006,-,-,-,-
2510105,-,-,-,-
2510204,Não,Não,Sim,Não
2510303,-,-,-,-
2510402,Não,Não,Sim,Não
2510501,Não,Não,Sim,Não
2510600,Não,Não,Sim,Sim
2510659,-,-,-,-
2510709,-,-,-,-
2510808,Sim,Não,Sim,Sim
2510907,Não,Não,Não,Sim
2511004,-,-,-,-
2511103,Não,Não,Sim,Não
2511202,Não,Não,Não,Sim
2511301,Sim,Não,Não,Não
2511400,-,-,-,-
2511509,Não,Não,Sim,Não
2511608,Sim,Não,Sim,Sim
2511707,-,-,-,-
2511806,-,-,-,-
2511905,Sim,Sim,Sim,Não
2512002,Não,Não,Sim,Sim
2512036,-,-,-,-
2512077,-,-,-,-
2512101,-,-,-,-
2512200,Não,Não,Sim,Não
2512309,Não,Não,Sim,Sim
2512408,Não,Sim,Sim,Não
2512507,Não,Sim,Sim,Não
2512606,-,-,-,-
2512705,Sim,Não,Não,Sim
2512721,Sim,Não,Sim,Não
2512747,-,-,-,-
2512754,-,-,-,-
2512762,Não,Não,Sim,Sim
2512788,Não,Não,Sim,Não
2512804,Sim,Não,Não,Sim
2512903,-,-,-,-
2513000,Não,Não,Sim,Não
2513109,Não,Sim,Não,Não
2513158,Não,Não,Sim,Não
2513208,-,-,-,-
2513307,-,-,-,-
2513356,-,-,-,-
2513406,Sim,Não,Sim,Não
2513505,-,-,-,-
2513604,Sim,Não,Não,Não
2513653,Não,Não,Sim,Não
2513703,Sim,Sim,Sim,Sim
2513802,Não,Não,Sim,Não
2513851,Não,Não,Sim,Não
2513901,Não,Não,Sim,Não
2513927,-,-,-,-
2513943,-,-,-,-
2513968,Não,Não,Não,Sim
2513984,-,-,-,-
2514008,-,-,-,-
2514107,-,-,-,-
2514206,-,-,-,-
2514305,-,-,-,-
2514404,Não,Não,Não,Sim
2514453,Não,Não,Sim,Não
2514503,-,-,-,-
2514552,-,-,-,-
2514602,Não,Não,Sim,Não
2514651,-,-,-,-
2514701,-,-,-,-
2514800,-,-,-,-
2514909,Não,Não,Sim,Não
2515005,-,-,-,-
2515104,-,-,-,-
2515203,-,-,-,-
2515302,Sim,Sim,Não,Sim
2515401,-,-,-,-
2515500,-,-,-,-
2515609,-,-,-,-
2515708,-,-,-,-
2515807,Não,Não,Sim,Não
2515906,Não,Não,Sim,Não
2515930,Não,Não,Sim,Não
2515971,-,-,-,-
2516003,Sim,Sim,Sim,Sim
2516102,Não,Não,Sim,Não
2516151,-,-,-,-
2516201,Não,Não,Sim,Sim
2516300,Não,Não,Sim,Não
2516409,Sim,Não,Não,Não
2516508,Não,Não,Sim,Sim
2516607,Sim,Não,Sim,Não
2516706,-,-,-,-
2516755,Não,Não,Sim,Não
2516805,-,-,-,-
2516904,-,-,-,-
2517001,Não,Não,Sim,Não
2517100,Não,Não,Sim,Não
2517209,-,-,-,-
2517407,-,-,-,-
2600054,Sim,Não,Sim,Não
2600104,Não,Não,Sim,Não
2600203,Não,Sim,Sim,Não
2600302,Não,Não,Sim,Sim
2600401,Sim,Sim,Sim,Sim
2600500,Não,Não,Sim,Sim
2600609,Não,Não,Sim,Não
2600708,Sim,Não,Sim,Não
2600807,Não,Não,Sim,Não
2600906,Sim,Sim,Sim,Não
2601003,Não,Não,Sim,Não
2601052,Não,Não,Sim,Não
2601102,Não,Não,Sim,Não
2601201,Não,Sim,Sim,Não
2601300,Sim,Não,Sim,Não
2601409,Não,Sim,Sim,Sim
2601508,-,-,-,-
2601607,Sim,Sim,Sim,Sim
2601706,Sim,Não,Sim,Sim
2601805,-,-,-,-
2601904,Não,Não,Sim,Não
2602001,Sim,Não,Não,Não
2602100,Não,Não,Sim,Não
2602209,Não,Não,Sim,Não
2602308,Sim,Não,Não,Não
2602407,-,-,-,-
2602506,Não,Não,Sim,Não
2602605,Sim,Não,Sim,Sim
2602704,-,-,-,-
2602803,Não,Sim,Sim,Sim
2602902,Sim,Sim,Sim,Sim
2603009,-,-,-,-
2603108,Não,Não,Sim,Não
2603207,Não,Não,Sim,Não
2603306,Não,Não,Sim,Não
2603405,-,-,-,-
2603454,Sim,Sim,Sim,Sim
2603504,Não,Não,Sim,Não
2603603,-,-,-,-
2603702,Sim,Não,Sim,Não
2603801,Não,Sim,Sim,Não
2603900,Não,Não,Sim,Não
2603926,-,-,-,-
2604007,Não,Sim,Sim,Não
2604106,Sim,Não,Não,Sim
2604155,-,-,-,-
2604205,Sim,Sim,Não,Não
2604304,-,-,-,-
2604403,Sim,Não,Não,Não
2604502,Sim,Sim,Sim,Não
2604601,Sim,Não,Sim,Sim
2604700,Não,Sim,Sim,Não
2604809,Sim,Não,Não,Sim
2604908,Não,Não,Sim,Não
2605004,Não,Sim,Sim,Não
2605103,Não,Não,Sim,Sim
2605152,Não,Não,Sim,Não
2605202,Sim,Sim,Sim,Não
2605301,Não,Não,Sim,Sim
2605400,-,-,-,-
2605459,Não,Não,Sim,Não
2605509,-,-,-,-
2605608,Não,Não,Sim,Não
2605707,Não,Não,Sim,Não
2605806,-,-,-,-
2605905,Sim,Sim,Sim,Não
2606002,Sim,Sim,Sim,Sim
2606101,Sim,Sim,Sim,Sim
2606200,Sim,Sim,Sim,Sim
2606309,-,-,-,-
2606408,Sim,Sim,Não,Não
2606507,Sim,Não,Sim,Sim
2606606,Não,Não,Sim,Não
2606705,Não,Não,Sim,Não
2606804,Não,Não,Sim,Sim
2606903,Não,Não,Sim,Não
2607000,-,-,-,-
2607109,Não,Não,Sim,Não
2607208,Sim,Sim,Sim,Sim
2607307,Não,Não,Sim,Não
2607406,Sim,Sim,Não,Não
2607505,Não,Não,Sim,Sim
2607604,Sim,Não,Sim,Sim
2607653,Não,Não,Sim,Sim
2607703,Não,Não,Sim,Não
2607752,Sim,Não,Sim,Sim
2607802,Não,Não,Sim,Sim
2607901,Sim,Sim,Sim,Sim
2607950,Não,Não,Sim,Não
2608008,-,-,-,-
2608057,Não,Não,Sim,Não
2608107,Não,Não,Sim,Não
2608206,Sim,Sim,Não,Não
2608255,Sim,Não,Não,Não
2608305,Não,Sim,Sim,Não
2608404,Não,Não,Sim,Não
2608453,Sim,Sim,Não,Não
2608503,Não,Não,Sim,Não
2608602,Não,Não,Sim,Não
2608701,Não,Não,Sim,Sim
2608750,Não,Não,Sim,Sim
2608800,Sim,Não,Sim,Sim
2608909,Não,Sim,Sim,Não
2609006,Sim,Não,Não,Não
2609105,-,-,-,-
2609154,Não,Não,Sim,Não
2609204,Sim,Não,Sim,Sim
2609303,Sim,Sim,Não,Não
2609402,Sim,Não,Sim,Não
2609501,Não,Não,Sim,Não
2609600,Sim,Sim,Sim,Sim
2609709,-,-,-,-
2609808,Não,Não,Sim,Não
2609907,-,-,-,-
2610004,Sim,Sim,Sim,Sim
2610103,-,-,-,-
2610202,Não,Não,Sim,Não
2610301,Não,Não,Sim,Não
2610400,-,-,-,-
2610509,-,-,-,-
2610608,Não,Não,Não,Sim
2610707,Sim,Sim,Sim,Sim
2610806,-,-,-,-
2610905,Sim,Não,Sim,Sim
2611002,Não,Sim,Sim,Sim
2611101,Sim,Não,Sim,Não
2611200,Não,Não,Sim,Não
2611309,Sim,Sim,Não,Não
2611408,Sim,Sim,Sim,Não
2611507,Sim,Não,Não,Não
2611533,Não,Não,Sim,Não
2611606,Sim,Não,Sim,Não
2611705,Não,Não,Sim,Não
2611804,Não,Não,Sim,Sim
2611903,Sim,Sim,Sim,Não
2612000,-,-,-,-
2612109,Não,Não,Sim,Não
2612208,Sim,Sim,Sim,Não
2612307,Não,Não,Sim,Não
2612406,Sim,Não,Sim,Não
2612455,-,-,-,-
2612471,Não,Não,Sim,Não
2612505,Sim,Não,Sim,Não
2612554,Não,Não,Sim,Não
2612604,Sim,Sim,Sim,Sim
2612703,-,-,-,-
2612802,Não,Não,Sim,Não
2612901,Não,Sim,Sim,Não
2613008,Não,Não,Sim,Não
2613107,Sim,Não,Sim,Não
2613206,Sim,Não,Não,Não
2613305,Não,Não,Sim,Não
2613404,Sim,Não,Não,Não
2613503,Não,Sim,Sim,Não
2613602,Não,Não,Sim,Não
2613701,Sim,Não,Sim,Sim
2613800,Não,Não,Sim,Não
2613909,Não,Não,Sim,Não
2614006,-,-,-,-
2614105,Não,Não,Sim,Não
2614204,Sim,Sim,Sim,Não
2614303,Não,Não,Sim,Não
2614402,Não,Não,Sim,Não
2614501,Não,Não,Sim,Não
2614600,Não,Não,Sim,Sim
2614709,Não,Não,Sim,Não
2614808,Não,Não,Sim,Sim
2614857,Sim,Não,Sim,Não
2615003,Não,Não,Sim,Não
2615102,Não,Não,Sim,Não
2615201,Não,Não,Sim,Não
2615300,Não,Não,Sim,Não
2615409,Sim,Sim,Sim,Sim
2615508,Não,Sim,Sim,Não
2615607,Não,Não,Sim,Não
2615706,-,-,-,-
2615805,-,-,-,-
2615904,Não,Não,Sim,Não
2616001,Não,Não,Sim,Não
2616100,Não,Sim,Sim,Não
2616183,-,-,-,-
2616209,-,-,-,-
2616308,Não,Não,Sim,Não
2616407,Sim,Sim,Sim,Não
2616506,Sim,Sim,Sim,Sim
2700102,Sim,Não,Sim,Não
2700201,Sim,Não,Sim,Não
2700300,Não,Sim,Sim,Sim
2700409,Sim,Sim,Não,Não
2700508,Sim,Sim,Sim,Sim
2700607,Sim,Não,Sim,Não
2700706,-,-,-,-
2700805,-,-,-,-
2700904,-,-,-,-
2701001,Não,Sim,Sim,Não
2701100,Não,Não,Sim,Sim
2701209,Não,Não,Sim,Não
2701308,Sim,Sim,Sim,Não
2701357,-,-,-,-
2701407,Não,Não,Sim,Sim
2701506,Não,Não,Sim,Não
2701605,Sim,Sim,Sim,Não
2701704,Não,Não,Não,Sim
2701803,Sim,Sim,Não,Não
2701902,Sim,Não,Não,Não
2702009,Não,Não,Sim,Não
2702108,Sim,Sim,Sim,Não
2702207,Sim,Não,Sim,Não
2702306,Sim,Não,Não,Não
2702355,Não,Não,Sim,Não
2702405,Sim,Sim,Não,Sim
2702504,-,-,-,-
2702553,Não,Não,Não,Sim
2702603,-,-,-,-
2702702,Não,Não,Sim,Não
2702801,Não,Sim,Não,Não
2702900,Não,Não,Sim,Não
2703007,Não,Sim,Não,Não
2703106,Não,Não,Sim,Não
2703205,-,-,-,-
2703304,-,-,-,-
2703403,Não,Não,Não,Sim
2703502,-,-,-,-
2703601,Sim,Não,Sim,Sim
2703700,Não,Não,Não,Sim
2703759,Sim,Não,Não,Não
2703809,Sim,Não,Não,Não
2703908,Não,Não,Sim,Não
2704005,-,-,-,-
2704104,Não,Não,Sim,Sim
2704203,Não,Não,Sim,Não
2704302,Sim,Não,Sim,Não
2704401,Não,Não,Não,Sim
2704500,Sim,Não,Sim,Sim
2704609,-,-,-,-
2704708,Sim,Sim,Sim,Não
2704807,Sim,Não,Não,Não
2704906,-,-,-,-
2705002,Sim,Não,Sim,Sim
2705101,-,-,-,-
2705200,Não,Não,Sim,Não
2705309,-,-,-,-
2705408,Não,Não,Sim,Não
2705507,Sim,Sim,Não,Sim
2705606,Sim,Não,Não,Sim
2705705,Não,Não,Não,Sim
2705804,Sim,Sim,Não,Não
2705903,-,-,-,-
2706000,-,-,-,-
2706109,Não,Não,Sim,Não
2706208,-,-,-,-
2706307,Sim,Não,Sim,Não
2706406,Sim,Não,Sim,Sim
2706422,-,-,-,-
2706448,Não,Não,Sim,Não
2706505,Não,Não,Sim,Não
2706604,-,-,-,-
2706703,Não,Não,Não,Sim
2706802,Não,Sim,Sim,Não
2706901,Sim,Não,Não,Não
2707008,-,-,-,-
2707107,Não,Não,Sim,Não
2707206,-,-,-,-
2707305,Não,Não,Sim,Sim
2707404,Não,Não,Sim,Não
2707503,Não,Não,Não,Sim
2707602,-,-,-,-
2707701,Não,Não,Sim,Não
2707800,Sim,Não,Sim,Não
2707909,Sim,Não,Sim,Não
2708006,-,-,-,-
2708105,Sim,Não,Sim,Não
2708204,-,-,-,-
2708303,Sim,Não,Sim,Não
2708402,Sim,Não,Não,Não
2708501,Não,Não,Sim,Sim
2708600,Sim,Sim,Sim,Sim
2708709,Não,Não,Sim,Sim
2708808,-,-,-,-
2708907,Não,Não,Sim,Não
2708956,-,-,-,-
2709004,-,-,-,-
2709103,Não,Não,Sim,Não
2709152,Sim,Não,Sim,Sim
2709202,Não,Não,Sim,Sim
2709301,Não,Sim,Sim,Sim
2709400,Sim,Não,Sim,Não
2800100,Sim,Não,Sim,Sim
2800209,-,-,-,-
2800308,Não,Não,Sim,Sim
2800407,Não,Não,Sim,Não
2800506,-,-,-,-
2800605,Não,Não,Sim,Não
2800670,Não,Sim,Não,Não
2800704,Sim,Não,Sim,Sim
2801009,Não,Não,Sim,Não
2801108,Não,Não,Sim,Sim
2801207,Não,Não,Sim,Não
2801306,Sim,Não,Não,Não
2801405,Não,Não,Sim,Não
2801504,Não,Não,Sim,Não
2801603,Não,Não,Sim,Não
2801702,Não,Não,Sim,Não
2801900,-,-,-,-
2802007,Sim,Sim,Sim,Não
2802106,Não,Sim,Sim,Sim
2802205,-,-,-,-
2802304,Não,Não,Sim,Não
2802403,-,-,-,-
2802502,-,-,-,-
2802601,-,-,-,-
2802700,-,-,-,-
2802809,Sim,Não,Sim,Não
2802908,Não,Não,Sim,Não
2803005,Sim,Sim,Sim,Sim
2803104,-,-,-,-
2803203,Não,Não,Sim,Não
2803302,Não,Não,Sim,Não
2803401,Não,Não,Sim,Não
2803500,Não,Não,Sim,Não
2803609,Não,Não,Sim,Não
2803708,Não,Não,Não,Sim
2803807,-,-,-,-
2803906,-,-,-,-
2804003,Sim,Não,Sim,Não
2804102,Não,Não,Sim,Não
2804201,Não,Não,Sim,Não
2804300,Não,Não,Sim,Não
