CodMun,ImpacAmb_24meses,Secas_Enxurr,PoluiAr,Polui_corpoAgua,Assorea_corpoAgua,DiminVazao_corpoAgua,Desmatam,Queimad,Erosao_Desert,Dimin_FaunaFlora,MoradRiscoAmb,FaltaSaneamen
2411205,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2411403,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
2411429,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não
2411502,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
2411601,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
2411700,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não
2411809,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
2411908,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim
2412005,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não
2412104,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
2412203,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
2412302,Não,-,-,-,-,-,-,-,-,-,-,-
2412401,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não
2412500,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
2412559,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim
2412609,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
2412708,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim
2412807,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2412906,Não,-,-,-,-,-,-,-,-,-,-,-
2413003,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim
2413102,Não,-,-,-,-,-,-,-,-,-,-,-
2413201,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
2413300,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2413359,Não,-,-,-,-,-,-,-,-,-,-,-
2413409,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
2413508,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2413557,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2413607,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
2413706,Não,-,-,-,-,-,-,-,-,-,-,-
2413805,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
2413904,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2414001,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não
2414100,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
2414159,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2414209,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
2414308,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
2414407,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
2414456,Não,-,-,-,-,-,-,-,-,-,-,-
2414506,Não,-,-,-,-,-,-,-,-,-,-,-
2414605,Não,-,-,-,-,-,-,-,-,-,-,-
2414704,Não,-,-,-,-,-,-,-,-,-,-,-
2414753,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não
2414803,Não,-,-,-,-,-,-,-,-,-,-,-
2414902,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2415008,Não,-,-,-,-,-,-,-,-,-,-,-
2500106,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
2500205,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2500304,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
2500403,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
2500502,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
2500536,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2500577,Não,-,-,-,-,-,-,-,-,-,-,-
2500601,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim
2500700,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não
2500734,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2500775,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2500809,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2500908,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
2501005,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2501104,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
2501153,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2501203,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
2501302,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
2501351,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim
2501401,Não,-,-,-,-,-,-,-,-,-,-,-
2501500,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
2501534,Não,-,-,-,-,-,-,-,-,-,-,-
2501575,Não,-,-,-,-,-,-,-,-,-,-,-
2501609,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2501708,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2501807,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
2501906,Não,-,-,-,-,-,-,-,-,-,-,-
2502003,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2502052,Não,-,-,-,-,-,-,-,-,-,-,-
2502102,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2502151,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2502201,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2502300,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2502409,Não,-,-,-,-,-,-,-,-,-,-,-
2502508,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
2502607,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não
2502706,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
2502805,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não
2502904,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim
2503001,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
2503100,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
2503209,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
2503308,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2503407,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não
2503506,Não,-,-,-,-,-,-,-,-,-,-,-
2503555,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2503605,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2503704,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
2503753,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
2503803,Não,-,-,-,-,-,-,-,-,-,-,-
2503902,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
2504009,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
2504033,Não,-,-,-,-,-,-,-,-,-,-,-
2504074,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
2504108,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
2504157,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2504207,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2504306,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2504355,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim
2504405,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2504504,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2504603,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não
2504702,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
2504801,Não,-,-,-,-,-,-,-,-,-,-,-
2504850,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2504900,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2505006,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2505105,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
2505204,Não,-,-,-,-,-,-,-,-,-,-,-
2505238,Não,-,-,-,-,-,-,-,-,-,-,-
2505279,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2505303,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
2505352,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não
2505402,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não
2505501,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não
2505600,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não
2505709,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
2505808,Não,-,-,-,-,-,-,-,-,-,-,-
2505907,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2506004,Não,-,-,-,-,-,-,-,-,-,-,-
2506103,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
2506202,Não,-,-,-,-,-,-,-,-,-,-,-
2506251,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
2506301,Não,-,-,-,-,-,-,-,-,-,-,-
2506400,Não,-,-,-,-,-,-,-,-,-,-,-
2506509,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2506608,Não,-,-,-,-,-,-,-,-,-,-,-
2506707,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2506806,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2506905,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim
2507002,Não,-,-,-,-,-,-,-,-,-,-,-
2507101,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2507200,Não,-,-,-,-,-,-,-,-,-,-,-
2507309,Não,-,-,-,-,-,-,-,-,-,-,-
2507408,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
2507507,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
2507606,Não,-,-,-,-,-,-,-,-,-,-,-
2507705,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
2507804,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2507903,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
2508000,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2508109,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2508208,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
2508307,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
2508406,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2508505,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim
2508554,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
2508604,Não,-,-,-,-,-,-,-,-,-,-,-
2508703,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
2508802,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não
2508901,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
2509008,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não
2509057,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim
2509107,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2509156,Não,-,-,-,-,-,-,-,-,-,-,-
2509206,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
2509305,Não,-,-,-,-,-,-,-,-,-,-,-
2509339,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não
2509370,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2509396,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não
2509404,Não,-,-,-,-,-,-,-,-,-,-,-
2509503,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2509602,Não,-,-,-,-,-,-,-,-,-,-,-
2509701,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
2509800,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2509909,Não,-,-,-,-,-,-,-,-,-,-,-
2510006,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
2510105,Não,-,-,-,-,-,-,-,-,-,-,-
2510204,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2510303,Não,-,-,-,-,-,-,-,-,-,-,-
2510402,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2510501,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2510600,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não
2510659,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2510709,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2510808,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
2510907,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2511004,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2511103,Não,-,-,-,-,-,-,-,-,-,-,-
2511202,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2511301,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
2511400,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
2511509,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
2511608,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
2511707,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não
2511806,Não,-,-,-,-,-,-,-,-,-,-,-
2511905,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim
2512002,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
2512036,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
2512077,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não
2512101,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim
2512200,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2512309,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
2512408,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
2512507,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
2512606,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2512705,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
2512721,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2512747,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2512754,Não,-,-,-,-,-,-,-,-,-,-,-
2512762,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não
2512788,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não
2512804,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2512903,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
2513000,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim
2513109,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2513158,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não
2513208,Não,-,-,-,-,-,-,-,-,-,-,-
2513307,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não
2513356,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2513406,Não,-,-,-,-,-,-,-,-,-,-,-
2513505,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
2513604,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2513653,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim
2513703,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
2513802,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2513851,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2513901,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
2513927,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2513943,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
2513968,Não,-,-,-,-,-,-,-,-,-,-,-
2513984,Não,-,-,-,-,-,-,-,-,-,-,-
2514008,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
2514107,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não
2514206,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não
2514305,Não,-,-,-,-,-,-,-,-,-,-,-
2514404,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
2514453,Não,-,-,-,-,-,-,-,-,-,-,-
2514503,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
2514552,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
2514602,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não
2514651,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2514701,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
2514800,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
2514909,Não,-,-,-,-,-,-,-,-,-,-,-
2515005,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
2515104,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
2515203,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2515302,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim
2515401,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2515500,Não,-,-,-,-,-,-,-,-,-,-,-
2515609,Não,-,-,-,-,-,-,-,-,-,-,-
2515708,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2515807,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
2515906,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
2515930,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
2515971,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2516003,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim
2516102,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2516151,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não
2516201,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não
2516300,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2516409,Não,-,-,-,-,-,-,-,-,-,-,-
2516508,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não
2516607,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2516706,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não
2516755,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2516805,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
2516904,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não
2517001,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2517100,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2517209,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2517407,Não,-,-,-,-,-,-,-,-,-,-,-
2600054,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim
2600104,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
2600203,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
2600302,Não,-,-,-,-,-,-,-,-,-,-,-
2600401,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não
2600500,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não
2600609,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2600708,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não
2600807,Não,-,-,-,-,-,-,-,-,-,-,-
2600906,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
2601003,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
2601052,Não,-,-,-,-,-,-,-,-,-,-,-
2601102,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
2601201,Não,-,-,-,-,-,-,-,-,-,-,-
2601300,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2601409,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim
2601508,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
2601607,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
2601706,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
2601805,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2601904,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
2602001,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não
2602100,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
2602209,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2602308,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim
2602407,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
2602506,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
2602605,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
2602704,Não,-,-,-,-,-,-,-,-,-,-,-
2602803,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
2602902,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
2603009,Não,-,-,-,-,-,-,-,-,-,-,-
2603108,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não
2603207,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2603306,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim
2603405,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
2603454,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
2603504,Não,-,-,-,-,-,-,-,-,-,-,-
2603603,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não
2603702,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
2603801,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
2603900,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não
2603926,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2604007,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não
2604106,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
2604155,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não
2604205,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não
2604304,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não
2604403,Não,-,-,-,-,-,-,-,-,-,-,-
2604502,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2604601,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2604700,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
2604809,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
2604908,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2605004,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2605103,Não,-,-,-,-,-,-,-,-,-,-,-
2605152,Não,-,-,-,-,-,-,-,-,-,-,-
2605202,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim
2605301,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2605400,Não,-,-,-,-,-,-,-,-,-,-,-
2605459,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
2605509,Não,-,-,-,-,-,-,-,-,-,-,-
2605608,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2605707,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
2605806,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2605905,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
2606002,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim
2606101,Não,-,-,-,-,-,-,-,-,-,-,-
2606200,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
2606309,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
2606408,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
2606507,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não
2606606,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
