CodMun,Barco,Metro,Mototx,Taxi,Trem,Van,Aviao
2413003,Não,Não,Sim,Sim,Não,Sim,Não
2413102,Não,Não,Sim,Não,Não,Não,Não
2413201,Não,Não,Não,Não,Não,Sim,Não
2413300,Não,Não,Sim,Sim,Não,Sim,Não
2413359,Não,Não,Não,Não,Não,Sim,Não
2413409,Não,Não,Sim,Não,Não,Sim,Não
2413508,Não,Não,Sim,Sim,Não,Não,Não
2413557,Não,Não,Sim,Sim,Não,Sim,Não
2413607,Não,Não,Sim,Não,Não,Sim,Não
2413706,Não,Não,Sim,Sim,Não,Sim,Não
2413805,Não,Não,Não,Não,Não,Sim,Não
2413904,Não,Não,Sim,Sim,Não,Sim,Não
2414001,Não,Não,Sim,Sim,Não,Sim,Não
2414100,Não,Não,Sim,Não,Não,Sim,Não
2414159,Não,Não,Não,Sim,Não,Sim,Não
2414209,Não,Não,Sim,Sim,Não,Sim,Não
2414308,Não,Não,Sim,Sim,Não,Sim,Não
2414407,Não,Não,Sim,Sim,Não,Sim,Não
2414456,Não,Não,Sim,Sim,Não,Não,Não
2414506,Não,Não,Sim,Não,Não,Não,Não
2414605,Não,Não,Sim,Sim,Não,Sim,Não
2414704,Não,Não,Sim,Sim,Não,Sim,Não
2414753,Não,Não,Não,Não,Não,Sim,Não
2414803,Não,Não,Sim,Sim,Não,Não,Não
2414902,Não,Não,Não,Não,Não,Sim,Não
2415008,Não,Não,Sim,Sim,Não,Não,Não
2500106,Não,Não,Sim,Sim,Não,Sim,Não
2500205,Não,Não,Sim,Não,Não,Sim,Não
2500304,Não,Não,Sim,Sim,Não,Sim,Não
2500403,Não,Não,Não,Não,Não,Sim,Não
2500502,Não,Não,Sim,Sim,Não,Sim,Não
2500536,Não,Não,Sim,Não,Não,Sim,Não
2500577,Não,Não,Não,Sim,Não,Não,Não
2500601,Não,Não,Sim,Sim,Não,Sim,Não
2500700,Não,Não,Não,Sim,Não,Não,Não
2500734,Não,Não,Não,Não,Não,Sim,Não
2500775,Não,Não,Sim,Não,Não,Não,Não
2500809,Não,Não,Sim,Sim,Não,Não,Não
2500908,Não,Não,Sim,Sim,Não,Sim,Não
2501005,Não,Não,Sim,Sim,Não,Sim,Não
2501104,Não,Não,Sim,Sim,Não,Sim,Não
2501153,Não,Não,Não,Não,Não,Sim,Não
2501203,Não,Não,Sim,Sim,Não,Sim,Não
2501302,Não,Não,Sim,Não,Não,Sim,Não
2501351,Não,Não,Sim,Não,Não,Não,Não
2501401,Não,Não,Sim,Sim,Não,Sim,Não
2501500,Não,Não,Sim,Sim,Não,Não,Não
2501534,Não,Não,Não,Sim,Não,Sim,Não
2501575,Não,Não,Sim,Sim,Não,Não,Não
2501609,Não,Não,Sim,Sim,Não,Sim,Não
2501708,Não,Não,Sim,Não,Não,Sim,Não
2501807,Não,Não,Não,Sim,Sim,Sim,Sim
2501906,Não,Não,Sim,Sim,Não,Sim,Não
2502003,Não,Não,Sim,Sim,Não,Sim,Não
2502052,Não,Não,Não,Não,Não,Sim,Não
2502102,Não,Não,Sim,Não,Não,Sim,Não
2502151,Não,Não,Não,Não,Não,Sim,Não
2502201,Não,Não,Não,Sim,Não,Não,Não
2502300,Não,Não,Não,Não,Não,Sim,Não
2502409,Não,Não,Sim,Sim,Não,Sim,Não
2502508,Não,Não,Sim,Não,Não,Sim,Não
2502607,Não,Não,Sim,Sim,Não,Sim,Não
2502706,Não,Não,Sim,Sim,Não,Sim,Não
2502805,Não,Não,Sim,Sim,Não,Sim,Não
2502904,Não,Não,Não,Não,Não,Sim,Não
2503001,Não,Não,Sim,Sim,Não,Sim,Não
2503100,Não,Não,Sim,Não,Não,Não,Não
2503209,Sim,Não,Sim,Sim,Sim,Não,Não
2503308,Não,Não,Não,Sim,Não,Não,Não
2503407,Não,Não,Não,Não,Não,Sim,Não
2503506,Não,Não,Sim,Sim,Não,Sim,Não
2503555,Não,Não,Não,Não,Não,Sim,Não
2503605,Não,Não,Sim,Sim,Não,Sim,Não
2503704,Não,Não,Sim,Sim,Não,Sim,Não
2503753,Não,Não,Sim,Não,Não,Sim,Não
2503803,Não,Não,Sim,Não,Não,Sim,Não
2503902,Não,Não,Sim,Sim,Não,Sim,Não
2504009,Não,Não,Sim,Sim,Não,Sim,Sim
2504033,Não,Não,Sim,Sim,Não,Sim,Não
2504074,Não,Não,Sim,Não,Não,Sim,Não
2504108,-,-,-,-,-,-,-
2504157,Não,Não,Sim,Não,Não,Sim,Não
2504207,Não,Não,Não,Não,Não,Sim,Não
2504306,Não,Não,Sim,Sim,Não,Sim,Não
2504355,Não,Não,Não,Não,Não,Sim,Não
2504405,Não,Não,Sim,Não,Não,Sim,Não
2504504,Não,Não,Sim,Sim,Não,Sim,Não
2504603,Não,Não,Sim,Sim,Não,Não,Não
2504702,Não,Não,Sim,Sim,Não,Sim,Não
2504801,Sim,Não,Sim,Sim,Não,Sim,Não
2504850,Não,Não,Sim,Sim,Não,Sim,Não
2504900,Não,Não,Sim,Sim,Não,Não,Não
2505006,Não,Não,Sim,Não,Não,Sim,Não
2505105,Não,Não,Sim,Sim,Não,Sim,Não
2505204,Não,Não,Sim,Sim,Não,Sim,Não
2505238,Não,Não,Não,Sim,Não,Não,Não
2505279,Não,Não,Sim,Sim,Não,Não,Não
2505303,Não,Não,Não,Não,Não,Sim,Não
2505352,Não,Não,Sim,Sim,Não,Não,Não
2505402,Não,Não,Sim,Sim,Não,Sim,Não
2505501,Não,Não,Não,Não,Não,Sim,Não
2505600,Não,Não,Não,Não,Não,Sim,Não
2505709,Não,Não,Sim,Sim,Não,Sim,Não
2505808,Não,Não,Sim,Sim,Não,Sim,Não
2505907,Não,Não,Sim,Não,Não,Sim,Não
2506004,Não,Não,Sim,Sim,Não,Sim,Não
2506103,Não,Não,Sim,Não,Não,Sim,Não
2506202,Não,Não,Sim,Sim,Não,Sim,Não
2506251,Não,Não,Sim,Não,Não,Sim,Não
2506301,Não,Não,Sim,Sim,Não,Sim,Não
2506400,Não,Não,Sim,Não,Não,Sim,Não
2506509,Não,Não,Sim,Sim,Não,Sim,Não
2506608,Sim,Não,Sim,Não,Não,Sim,Não
2506707,Não,Não,Sim,Não,Não,Sim,Não
2506806,Não,Não,Sim,Não,Não,Sim,Não
2506905,Não,Não,Sim,Não,Não,Sim,Não
2507002,Não,Não,Sim,Sim,Não,Sim,Não
2507101,Não,Não,Sim,Sim,Não,Não,Não
2507200,Não,Não,Sim,Não,Não,Sim,Não
2507309,Não,Não,Sim,Sim,Não,Sim,Não
2507408,Não,Não,Sim,Sim,Não,Sim,Não
2507507,Não,Não,Não,Sim,Sim,Não,Não
2507606,Não,Não,Não,Sim,Não,Sim,Não
2507705,Não,Não,Sim,Sim,Não,Sim,Não
2507804,Não,Não,Sim,Sim,Não,Sim,Não
2507903,Não,Não,Sim,Não,Não,Sim,Não
2508000,Não,Não,Sim,Sim,Não,Sim,Não
2508109,Não,Não,Sim,Não,Não,Sim,Não
2508208,Não,Não,Sim,Sim,Não,Não,Não
2508307,Não,Não,Sim,Não,Não,Sim,Não
2508406,Não,Não,Sim,Não,Não,Sim,Não
2508505,Não,Não,Sim,Não,Não,Sim,Não
2508554,Não,Não,Sim,Sim,Não,Não,Não
2508604,Sim,Não,Sim,Sim,Não,Sim,Não
2508703,Não,Não,Não,Não,Não,Sim,Não
2508802,Não,Não,Não,Sim,Não,Sim,Não
2508901,Não,Não,Sim,Sim,Não,Não,Não
2509008,Não,Não,Sim,Não,Não,Sim,Não
2509057,Não,Não,Não,Sim,Não,Não,Não
2509107,Não,Não,Sim,Sim,Não,Sim,Não
2509156,Não,Não,Não,Sim,Não,Não,Não
2509206,Não,Não,Sim,Não,Não,Sim,Não
2509305,Não,Não,Sim,Não,Não,Sim,Não
2509339,Não,Não,Não,Não,Não,Sim,Não
2509370,Não,Não,Sim,Sim,Não,Sim,Não
2509396,Não,Não,Sim,Não,Não,Sim,Não
2509404,Não,Não,Sim,Não,Não,Sim,Não
2509503,Não,Não,Sim,Não,Não,Sim,Não
2509602,Não,Não,Não,Sim,Não,Sim,Não
2509701,Não,Não,Sim,Sim,Não,Sim,Não
2509800,Não,Não,Sim,Sim,Não,Sim,Não
2509909,Não,Não,Sim,Não,Não,Sim,Não
2510006,Não,Não,Não,Sim,Não,Sim,Não
2510105,Não,Não,Sim,Sim,Não,Sim,Não
2510204,Não,Não,Sim,Não,Não,Sim,Não
2510303,Não,Não,Sim,Sim,Não,Sim,Não
2510402,Não,Não,Não,Não,Não,Sim,Não
2510501,Não,Não,Sim,Sim,Não,Sim,Não
2510600,Não,Não,Sim,Sim,Não,Sim,Não
2510659,Não,Não,Não,Não,Não,Sim,Não
2510709,Não,Não,Não,Não,Não,Sim,Não
2510808,Não,Não,Sim,Sim,Não,Sim,Não
2510907,Não,Não,Sim,Sim,Não,Sim,Não
2511004,Não,Não,Sim,Não,Não,Sim,Não
2511103,Não,Não,Sim,Sim,Não,Sim,Não
2511202,Não,Não,Sim,Não,Não,Sim,Não
2511301,Não,Não,Sim,Sim,Não,Sim,Não
2511400,Não,Não,Sim,Sim,Não,Sim,Não
2511509,Não,Não,Sim,Não,Não,Não,Não
2511608,Não,Não,Sim,Sim,Não,Sim,Não
2511707,Não,Não,Sim,Sim,Não,Não,Não
2511806,Não,Não,Sim,Sim,Não,Não,Não
2511905,Não,Não,Sim,Sim,Não,Sim,Não
2512002,Não,Não,Sim,Não,Não,Sim,Não
2512036,-,-,-,-,-,-,-
2512077,Não,Não,Não,Sim,Não,Sim,Não
2512101,Não,Não,Sim,Sim,Não,Sim,Não
2512200,Não,Não,Sim,Não,Não,Sim,Não
2512309,Não,Não,Sim,Sim,Não,Sim,Não
2512408,Não,Não,Sim,Não,Não,Sim,Não
2512507,Não,Não,Sim,Não,Não,Sim,Não
2512606,Não,Não,Não,Não,Não,Sim,Não
2512705,Não,Não,Sim,Sim,Não,Sim,Não
2512721,Não,Não,Sim,Sim,Não,Não,Não
2512747,Não,Não,Sim,Sim,Não,Não,Não
2512754,-,-,-,-,-,-,-
2512762,Não,Não,Sim,Sim,Não,Não,Não
2512788,Não,Não,Sim,Não,Não,Sim,Não
2512804,Não,Não,Sim,Sim,Não,Sim,Não
2512903,Não,Não,Não,Sim,Não,Sim,Não
2513000,Não,Não,Sim,Sim,Não,Sim,Não
2513109,Não,Não,Sim,Não,Não,Não,Não
2513158,Não,Não,Sim,Não,Não,Não,Não
2513208,Não,Não,Não,Sim,Não,Não,Não
2513307,-,-,-,-,-,-,-
2513356,Não,Não,Sim,Não,Não,Sim,Não
2513406,Não,Não,Sim,Sim,Não,Sim,Não
2513505,Não,Não,Sim,Sim,Não,Sim,Não
2513604,Não,Não,Não,Não,Não,Sim,Não
2513653,-,-,-,-,-,-,-
2513703,Sim,Não,Não,Sim,Sim,Não,Sim
2513802,Não,Não,Sim,Sim,Não,Sim,Não
2513851,Não,Não,Sim,Não,Não,Sim,Não
2513901,Não,Não,Sim,Sim,Não,Sim,Não
2513927,Não,Não,Sim,Não,Não,Sim,Não
2513943,Não,Não,Sim,Não,Não,Sim,Não
2513968,Não,Não,Sim,Não,Não,Sim,Não
2513984,-,-,-,-,-,-,-
2514008,Não,Não,Sim,Sim,Não,Sim,Não
2514107,Não,Não,Sim,Não,Não,Não,Não
2514206,Não,Não,Não,Não,Não,Sim,Não
2514305,Não,Não,Não,Não,Não,Sim,Não
2514404,Não,Não,Sim,Não,Não,Sim,Não
2514453,Não,Não,Sim,Não,Não,Não,Não
2514503,Não,Não,Sim,Sim,Não,Sim,Não
2514552,Não,Não,Sim,Não,Não,Sim,Não
2514602,Não,Não,Sim,Não,Não,Sim,Não
2514651,Não,Não,Não,Sim,Não,Não,Não
2514701,Não,Não,Sim,Sim,Não,Sim,Não
2514800,Não,Não,Sim,Não,Não,Sim,Não
2514909,Não,Não,Sim,Sim,Não,Sim,Não
2515005,Não,Não,Sim,Não,Não,Sim,Não
2515104,-,-,-,-,-,-,-
2515203,-,-,-,-,-,-,-
2515302,Não,Não,Sim,Sim,Não,Sim,Não
2515401,Não,Não,Não,Sim,Não,Sim,Não
2515500,Não,Não,Sim,Sim,Não,Sim,Não
2515609,Não,Não,Sim,Sim,Não,Sim,Não
2515708,Não,Não,Não,Sim,Não,Sim,Não
2515807,Não,Não,Sim,Não,Não,Sim,Não
2515906,Não,Não,Sim,Sim,Não,Sim,Não
2515930,Não,Não,Sim,Sim,Não,Sim,Não
2515971,Não,Não,Sim,Sim,Não,Não,Não
2516003,Não,Não,Sim,Sim,Não,Sim,Não
2516102,Não,Não,Sim,Sim,Não,Sim,Não
2516151,Não,Não,Não,Não,Não,Sim,Não
2516201,Não,Não,Sim,Sim,Não,Sim,Não
2516300,Não,Não,Sim,Sim,Não,Não,Não
2516409,Não,Não,Sim,Sim,Não,Não,Não
2516508,Não,Não,Sim,Não,Não,Sim,Não
2516607,Não,Não,Sim,Sim,Não,Sim,Não
2516706,Não,Não,Sim,Não,Não,Sim,Não
2516755,Não,Não,Sim,Sim,Não,Sim,Não
2516805,Não,Não,Não,Sim,Não,Sim,Não
2516904,Não,Não,Sim,Não,Não,Sim,Não
2517001,Não,Não,Sim,Não,Não,Sim,Não
2517100,Não,Não,Sim,Sim,Não,Sim,Não
2517209,Não,Não,Não,Sim,Não,Sim,Não
2517407,Não,Não,Não,Não,Não,Sim,Não
2600054,Não,Não,Não,Sim,Não,Sim,Não
2600104,Não,Não,Sim,Sim,Não,Sim,Não
2600203,Não,Não,Sim,Não,Não,Sim,Não
2600302,Não,Não,Sim,Sim,Não,Sim,Não
2600401,Não,Não,Sim,Sim,Não,Sim,Não
2600500,Não,Não,Sim,Não,Não,Sim,Não
2600609,Não,Não,Sim,Sim,Não,Sim,Não
2600708,Não,Não,Sim,Sim,Não,Sim,Não
2600807,Não,Não,Sim,Não,Não,Sim,Não
2600906,Não,Não,Sim,Sim,Não,Sim,Não
2601003,Não,Não,Sim,Não,Não,Sim,Não
2601052,Não,Não,Sim,Não,Não,Não,Não
2601102,Não,Não,Sim,Sim,Não,Sim,Não
2601201,Não,Não,Sim,Sim,Não,Sim,Não
2601300,Não,Não,Sim,Sim,Não,Sim,Não
2601409,Não,Não,Sim,Sim,Não,Sim,Não
2601508,Não,Não,Sim,Não,Não,Sim,Não
2601607,Sim,Não,Sim,Sim,Não,Sim,Não
2601706,Não,Não,Sim,Sim,Não,Sim,Não
2601805,-,-,-,-,-,-,-
2601904,Não,Não,Sim,Sim,Não,Sim,Não
2602001,Não,Não,Sim,Sim,Não,Sim,Não
2602100,Não,Não,Sim,Não,Não,Sim,Não
2602209,Não,Não,Sim,Sim,Não,Sim,Não
2602308,Não,Não,Sim,Sim,Não,Sim,Não
2602407,Não,Não,Não,Sim,Não,Não,Não
2602506,Não,Não,Sim,Não,Não,Sim,Não
2602605,Não,Não,Sim,Não,Não,Sim,Não
2602704,Não,Não,Sim,Não,Não,Sim,Não
2602803,Não,Não,Sim,Sim,Não,Sim,Não
2602902,Não,Não,Sim,Sim,Sim,Não,Não
2603009,Não,Não,Sim,Não,Não,Sim,Não
2603108,Não,Não,Sim,Sim,Não,Sim,Não
2603207,Não,Não,Sim,Não,Não,Sim,Não
2603306,-,-,-,-,-,-,-
2603405,Não,Não,Não,Sim,Não,Não,Não
2603454,Não,Sim,Sim,Sim,Não,Não,Não
2603504,Não,Não,Sim,Sim,Não,Sim,Não
2603603,Não,Não,Sim,Sim,Não,Sim,Não
2603702,Não,Não,Não,Não,Não,Sim,Não
2603801,Não,Não,Sim,Sim,Não,Sim,Não
2603900,Não,Não,Sim,Sim,Não,Sim,Não
2603926,Não,Não,Sim,Não,Não,Sim,Não
2604007,Não,Não,Sim,Sim,Não,Sim,Não
2604106,Não,Não,Sim,Sim,Não,Sim,Não
2604155,Não,Não,Sim,Sim,Não,Sim,Não
2604205,Não,Não,Sim,Sim,Não,Sim,Não
2604304,Não,Não,Sim,Sim,Não,Sim,Não
2604403,Não,Não,Não,Sim,Não,Sim,Não
2604502,Não,Não,Sim,Sim,Não,Sim,Não
2604601,Não,Não,Sim,Sim,Não,Sim,Não
2604700,Não,Não,Sim,Sim,Não,Sim,Não
2604809,Não,Não,Sim,Sim,Não,Sim,Não
2604908,Não,Não,Sim,Sim,Não,Sim,Não
2605004,Não,Não,Sim,Sim,Não,Sim,Não
2605103,Não,Não,Sim,Sim,Não,Sim,Não
2605152,Não,Não,Sim,Não,Não,Sim,Não
2605202,Não,Não,Sim,Sim,Não,Sim,Não
2605301,Não,Não,Sim,Sim,Não,Sim,Não
2605400,Não,Não,Sim,Sim,Não,Sim,Não
2605459,Não,Não,Não,Sim,Não,Não,Não
2605509,Não,Não,Sim,Sim,Não,Sim,Não
2605608,Não,Não,Sim,Não,Não,Não,Não
2605707,Não,Não,Não,Sim,Não,Sim,Sim
2605806,Não,Não,Sim,Não,Não,Sim,Não
2605905,Não,Não,Sim,Sim,Não,Sim,Não
2606002,Não,Não,Sim,Sim,Não,Não,Não
2606101,Não,Não,Sim,Sim,Não,Sim,Não
2606200,Não,Não,Sim,Sim,Não,Sim,Não
2606309,Não,Não,Sim,Sim,Não,Sim,Não
2606408,Não,Não,Sim,Sim,Não,Sim,Não
2606507,Não,Não,Sim,Sim,Não,Sim,Não
2606606,Sim,Não,Sim,Sim,Não,Sim,Não
2606705,Não,Não,Sim,Sim,Não,Não,Não
2606804,Sim,Não,Sim,Sim,Não,Sim,Não
2606903,Não,Não,Sim,Não,Não,Sim,Não
2607000,Não,Não,Sim,Sim,Não,Sim,Não
2607109,Não,Não,Sim,Não,Não,Sim,Não
2607208,Não,Não,Não,Sim,Não,Não,Não
2607307,Não,Não,Sim,Sim,Não,Sim,Não
2607406,Não,Não,Sim,Não,Não,Sim,Não
2607505,Não,Não,Sim,Sim,Não,Sim,Não
2607604,Sim,Não,Não,Sim,Não,Sim,Não
2607653,Não,Não,Sim,Sim,Não,Sim,Não
2607703,Não,Não,Sim,Sim,Não,Sim,Não
2607752,Não,Não,Sim,Sim,Não,Sim,Não
2607802,Não,Não,Sim,Sim,Não,Sim,Não
2607901,Não,Sim,Sim,Sim,Não,Sim,Não
2607950,Não,Não,Sim,Sim,Não,Sim,Não
2608008,Não,Não,Sim,Sim,Não,Sim,Não
2608057,-,-,-,-,-,-,-
2608107,Não,Não,Sim,Sim,Não,Sim,Não
2608206,Não,Não,Sim,Sim,Não,Sim,Não
2608255,Não,Não,Sim,Não,Não,Não,Não
2608305,Não,Não,Sim,Não,Não,Sim,Não
2608404,Não,Não,Sim,Não,Não,Sim,Não
2608453,Não,Não,Sim,Sim,Não,Não,Não
2608503,Não,Não,Sim,Não,Não,Sim,Não
2608602,Não,Não,Sim,Não,Não,Sim,Não
2608701,Não,Não,Sim,Sim,Não,Sim,Não
2608750,Sim,Não,Sim,Não,Não,Sim,Não
2608800,Não,Não,Sim,Sim,Não,Sim,Não
2608909,Não,Não,Sim,Sim,Não,Sim,Não
2609006,Não,Não,Sim,Sim,Não,Sim,Não
2609105,Não,Não,Sim,Sim,Não,Sim,Não
2609154,Não,Não,Sim,Não,Não,Sim,Não
2609204,Não,Não,Sim,Não,Não,Sim,Não
2609303,Não,Não,Sim,Não,Não,Sim,Não
2609402,Não,Não,Sim,Sim,Não,Sim,Não
2609501,Não,Não,Sim,Sim,Não,Sim,Não
2609600,Não,Não,Não,Sim,Não,Não,Não
2609709,Não,Não,Sim,Sim,Não,Sim,Não
2609808,Sim,Não,Sim,Não,Não,Sim,Não
2609907,Não,Não,Sim,Sim,Não,Sim,Não
2610004,Não,Não,Sim,Sim,Não,Sim,Não
2610103,Não,Não,Sim,Não,Não,Sim,Não
2610202,Não,Não,Sim,Sim,Não,Sim,Não
2610301,Não,Não,Sim,Sim,Não,Sim,Não
2610400,Não,Não,Sim,Não,Não,Sim,Não
2610509,Não,Não,Sim,Sim,Não,Sim,Não
2610608,Não,Não,Sim,Sim,Não,Sim,Não
2610707,Não,Não,Não,Sim,Não,Sim,Não
2610806,Não,Não,Sim,Não,Não,Sim,Não
2610905,Não,Não,Sim,Sim,Não,Sim,Não
2611002,Não,Não,Sim,Sim,Não,Sim,Não
2611101,Sim,Não,Sim,Sim,Não,Sim,Não
2611200,Não,Não,Sim,Sim,Não,Sim,Não
2611309,Não,Não,Sim,Sim,Não,Sim,Não
2611408,Não,Não,Sim,Sim,Não,Sim,Não
2611507,Não,Não,Sim,Sim,Não,Sim,Não
2611533,Não,Não,Sim,Não,Não,Sim,Não
2611606,Não,Sim,Não,Sim,Não,Sim,Não
2611705,Não,Não,Sim,Sim,Não,Não,Não
2611804,Não,Não,Sim,Sim,Não,Sim,Não
2611903,Sim,Não,Sim,Sim,Não,Sim,Não
2612000,Não,Não,Sim,Sim,Não,Não,Não
2612109,Não,Não,Sim,Não,Não,Sim,Não
2612208,Não,Não,Sim,Sim,Não,Sim,Não
2612307,Não,Não,Sim,Sim,Não,Sim,Não
2612406,Não,Não,Sim,Sim,Não,Sim,Não
2612455,Não,Não,Sim,Não,Não,Sim,Não
2612471,Não,Não,Não,Sim,Não,Sim,Não
2612505,Não,Não,Sim,Sim,Não,Sim,Não
2612554,Não,Não,Sim,Sim,Não,Sim,Não
2612604,Sim,Não,Sim,Sim,Não,Sim,Não
2612703,Não,Não,Sim,Sim,Não,Sim,Não
2612802,Não,Não,Sim,Não,Não,Sim,Não
2612901,Não,Não,Sim,Sim,Não,Sim,Não
2613008,Não,Não,Sim,Sim,Não,Sim,Não
2613107,Não,Não,Sim,Sim,Não,Sim,Não
2613206,Não,Não,Sim,Sim,Não,Sim,Não
2613305,Não,Não,Sim,Sim,Não,Sim,Não
2613404,Não,Não,Sim,Não,Não,Sim,Não
2613503,-,-,-,-,-,-,-
2613602,Não,Não,Sim,Sim,Não,Sim,Não
2613701,Não,Não,Sim,Sim,Não,Sim,Não
2613800,Não,Não,Sim,Sim,Não,Sim,Não
2613909,Não,Não,Sim,Sim,Não,Sim,Não
2614006,Não,Não,Sim,Não,Não,Sim,Não
2614105,Não,Não,Sim,Sim,Não,Sim,Não
2614204,Sim,Não,Sim,Sim,Não,Sim,Não
2614303,Não,Não,Sim,Não,Não,Sim,Não
2614402,Não,Não,Sim,Não,Não,Sim,Não
2614501,Não,Não,Sim,Sim,Não,Sim,Não
2614600,Não,Não,Sim,Sim,Não,Sim,Não
2614709,Não,Não,Sim,Sim,Não,Sim,Não
2614808,Não,Não,Não,Não,Não,Sim,Não
2614857,Não,Não,Sim,Sim,Não,Sim,Não
2615003,Não,Não,Não,Sim,Não,Não,Não
2615102,Não,Não,Sim,Sim,Não,Sim,Não
2615201,Não,Não,Sim,Sim,Não,Sim,Não
2615300,Não,Não,Sim,Sim,Não,Sim,Não
2615409,Não,Não,Sim,Não,Não,Não,Não
2615508,Não,Não,Sim,Sim,Não,Sim,Não
2615607,Não,Não,Sim,Sim,Não,Sim,Não
2615706,Não,Não,Sim,Sim,Não,Sim,Não
2615805,Não,Não,Não,Sim,Não,Sim,Não
2615904,Não,Não,Sim,Não,Não,Sim,Não
2616001,Não,Não,Sim,Sim,Não,Sim,Não
2616100,Não,Não,Sim,Não,Não,Sim,Não
2616183,Não,Não,Sim,Sim,Não,Sim,Não
2616209,Não,Não,Sim,Sim,Não,Sim,Não
2616308,Não,Não,Sim,Sim,Não,Sim,Não
2616407,Não,Não,Sim,Sim,Não,Sim,Não
2616506,Não,Não,Sim,Não,Não,Sim,Não
2700102,Não,Não,Sim,Não,Não,Sim,Não
2700201,Não,Não,Sim,Não,Não,Sim,Não
2700300,Não,Não,Sim,Sim,Não,Sim,Não
2700409,Não,Não,Sim,Sim,Não,Sim,Não
2700508,Não,Não,Sim,Sim,Não,Sim,Não
2700607,Sim,Não,Sim,Sim,Não,Sim,Não
2700706,Não,Não,Sim,Não,Não,Sim,Não
2700805,Não,Não,Sim,Sim,Não,Sim,Não
2700904,Não,Não,Não,Não,Não,Sim,Não
2701001,Não,Não,Sim,Sim,Não,Sim,Não
2701100,Não,Não,Sim,Não,Não,Sim,Não
2701209,Não,Não,Sim,Sim,Não,Sim,Não
2701308,Não,Não,Sim,Sim,Não,Sim,Não
2701357,Não,Não,Não,Não,Não,Sim,Não
2701407,Não,Não,Sim,Sim,Não,Sim,Não
2701506,Não,Não,Sim,Não,Não,Sim,Não
2701605,Não,Não,Sim,Sim,Não,Sim,Não
2701704,Não,Não,Sim,Sim,Não,Sim,Não
2701803,Não,Não,Sim,Sim,Não,Sim,Não
2701902,Não,Não,Sim,Sim,Não,Sim,Não
2702009,Não,Não,Sim,Não,Não,Sim,Não
2702108,Não,Não,Sim,Não,Não,Sim,Não
2702207,Não,Não,Sim,Sim,Não,Sim,Não
2702306,Não,Não,Sim,Sim,Não,Sim,Não
2702355,Não,Não,Não,Não,Não,Sim,Não
2702405,Não,Não,Sim,Sim,Não,Sim,Não
2702504,Não,Não,Sim,Sim,Não,Sim,Não
2702553,Não,Não,Sim,Sim,Não,Sim,Não
2702603,Não,Não,Sim,Não,Não,Não,Não
2702702,Não,Não,Não,Sim,Não,Sim,Não
2702801,Não,Não,Sim,Não,Não,Sim,Não
2702900,Não,Não,Sim,Não,Não,Sim,Não
2703007,Não,Não,Sim,Não,Não,Sim,Não
2703106,Não,Não,Sim,Sim,Não,Sim,Não
2703205,Não,Não,Sim,Sim,Não,Sim,Não
2703304,Não,Não,Sim,Não,Não,Sim,Não
2703403,Não,Não,Sim,Não,Não,Sim,Não
2703502,Não,Não,Sim,Não,Não,Sim,Não
2703601,Não,Não,Sim,Não,Não,Sim,Não
2703700,Não,Não,Sim,Não,Não,Sim,Não
2703759,Não,Não,Não,Sim,Não,Sim,Não
2703809,Não,Não,Sim,Não,Não,Sim,Não
2703908,Não,Não,Sim,Não,Não,Sim,Não
2704005,Não,Não,Sim,Sim,Não,Sim,Não
2704104,Não,Não,Sim,Sim,Não,Sim,Não
2704203,Não,Não,Sim,Sim,Não,Sim,Não
2704302,Não,Não,Sim,Sim,Não,Sim,Não
2704401,Não,Não,Sim,Sim,Não,Sim,Não
2704500,Não,Não,Não,Sim,Não,Sim,Não
2704609,Não,Não,Sim,Não,Não,Sim,Não
2704708,Não,Não,Sim,Sim,Não,Sim,Não
2704807,Não,Não,Sim,Sim,Não,Sim,Não
2704906,Não,Não,Não,Sim,Não,Sim,Não
2705002,Não,Não,Sim,Não,Não,Sim,Não
2705101,Não,Não,Sim,Sim,Não,Sim,Não
2705200,Não,Não,Sim,Sim,Não,Sim,Não
2705309,Não,Não,Sim,Sim,Não,Sim,Não
2705408,Não,Não,Sim,Sim,Não,Sim,Não
2705507,Não,Não,Sim,Não,Não,Sim,Não
2705606,Não,Não,Sim,Não,Não,Sim,Não
2705705,Não,Não,Sim,Sim,Não,Sim,Não
2705804,Sim,Não,Sim,Sim,Não,Sim,Não
2705903,Não,Não,Não,Não,Não,Sim,Não
2706000,Não,Não,Sim,Sim,Não,Sim,Não
2706109,Não,Não,Sim,Sim,Não,Sim,Não
2706208,Não,Não,Sim,Não,Não,Sim,Não
2706307,Não,Não,Sim,Sim,Não,Sim,Não
2706406,Sim,Não,Sim,Sim,Não,Sim,Não
2706422,Não,Não,Sim,Não,Não,Sim,Não
2706448,Sim,Não,Sim,Sim,Não,Não,Não
2706505,Não,Não,Não,Não,Não,Sim,Não
2706604,Não,Não,Sim,Sim,Não,Sim,Não
2706703,Sim,Não,Sim,Sim,Não,Sim,Não
2706802,Sim,Não,Sim,Sim,Não,Sim,Não
2706901,Não,Não,Sim,Não,Não,Sim,Não
2707008,Não,Não,Sim,Sim,Não,Não,Não
2707107,Não,Não,Sim,Sim,Não,Sim,Não
2707206,Não,Não,Não,Sim,Não,Sim,Não
2707305,Não,Não,Sim,Sim,Não,Sim,Não
